,index,prices,streets,cities,floors,sizes,terraces,floors_in_building,parkings,aircondition,bars,elevators,water_headers,accessibility,shelters,renovated,storages,tadiran,furnitures,status,time_enter,sea_view,sukka
238,239,"1,700,000 ₪",נחמן מברסלב 16 מפה,"דירה, מחנה יהודה, פתח תקווה",1,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
239,240,"1,580,000 ₪",נחמן מברסלב 16 מפה,"דירה, מחנה יהודה, פתח תקווה",4,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
240,241,"1,700,000 ₪",נחמן מברסלב 16 מפה,"דירה, מחנה יהודה, פתח תקווה",1,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
241,242,"1,700,000 ₪",נחמן מברסלב 16 מפה,"דירה, מחנה יהודה, פתח תקווה",1,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
242,243,"1,560,000 ₪",נחמן מברסלב מפה,"דירה, מחנה יהודה, פתח תקווה",4,70,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
243,244,"1,730,000 ₪",עמישב מפה,"דירה, עמישב, פתח תקווה",3,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
244,245,"1,850,000 ₪",פרומקין 15 מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",1,80,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
245,246,"1,850,000 ₪",פרומקין 15 מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",1,80,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
246,247,"1,690,000 ₪",פרישמן 1 מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",3,59,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,1,0,0,1,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה גמישה",0,0
247,248,"1,750,000 ₪",פרישמן 20 מפה,"דירה, עין גנים, פתח תקווה",3,65,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
248,249,"2,000,000 ₪",פרישמן 31 מפה,"דירה, עין גנים, פתח תקווה",2,77,none,"קומות בבנין
3","חניות
1",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
249,250,"1,790,000 ₪",פרישמן מפה,"דירה, פתח תקווה",4,70,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
250,251,"1,720,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",1,73,none,"קומות בבנין
5","חניות
1",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
251,252,"1,860,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",5,75,"מרפסות
1","קומות בבנין
7","חניות
1",1,1,1,1,1,1,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
252,253,"1,990,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",4,115,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
253,254,"2,120,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,75,"מרפסות
1","קומות בבנין
5","חניות
2",1,0,1,0,0,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
254,255,"2,120,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,75,"מרפסות
1","קומות בבנין
5","חניות
2",1,0,1,0,0,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
255,256,"1,850,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",1,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
256,257,"1,790,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
257,258,"1,990,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",4,115,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,1,1,0,"מצב הנכס
חדש","תאריך כניסה
כניסה גמישה",0,0
258,259,"2,120,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,75,"מרפסות
1","קומות בבנין
5","חניות
2",1,0,1,0,0,1,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",1,0
259,260,"1,850,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",1,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
260,261,"1,790,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,70,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
261,262,לא צוין מחיר,פתח תקווה מפה,"דירה, פתח תקווה",2,81,"מרפסות
1","קומות בבנין
7","חניות
1",1,0,1,1,1,1,0,0,1,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
01/10/2024",0,1
262,263,"1,790,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",2,70,none,"קומות בבנין
4","חניות
ללא",0,0,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
263,264,"1,790,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",קרקע,65,none,"קומות בבנין
4","חניות
ללא",1,1,0,0,1,0,0,0,0,1,"מצב הנכס
חדש","תאריך כניסה
כניסה מיידית",0,0
264,265,"1,750,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",3,60,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
חדש","תאריך כניסה
לא צוין תאריך כניסה",0,0
265,266,"1,700,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",3,70,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
266,267,"1,750,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",6,75,none,"קומות בבנין
7","חניות
ללא",1,0,1,1,1,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,0
267,268,"1,850,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",3,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
268,269,"2,280,000 ₪",פתח תקווה מפה,"דירה, פתח תקווה",6,87,"מרפסות
1","קומות בבנין
8","חניות
1",1,0,1,1,1,1,0,1,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
269,270,"2,290,000 ₪",צבי הירש קלישר,"דירה, מחנה יהודה, פתח תקווה",2,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
270,271,לא צוין מחיר,צבי הירש קלישר 10 מפה,"דירה, מחנה יהודה, פתח תקווה",4,81,"מרפסות
1","קומות בבנין
6","חניות
1",0,0,1,0,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
01/12/2023",0,0
271,272,"2,290,000 ₪",צבי הירש קלישר מפה,"דירה, מחנה יהודה, פתח תקווה",2,87,"מרפסות
2","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
272,273,"2,290,000 ₪",צבי הירש קלישר מפה,"דירה, מחנה יהודה, פתח תקווה",2,87,"מרפסות
2","קומות בבנין
6","חניות
1",1,0,1,1,1,1,1,1,1,1,"מצב הנכס
משופץ","תאריך כניסה
לא צוין תאריך כניסה",0,0
273,274,"2,250,000 ₪",צבי הירש קלישר מפה,"דירה, מחנה יהודה, פתח תקווה",3,95,"מרפסות
1","קומות בבנין
9","חניות
1",0,0,1,1,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
274,275,"1,930,000 ₪",צבי הירש קלישר מפה,"דירה, פתח תקווה",2,75,"מרפסות
1","קומות בבנין
6","חניות
1",1,0,1,1,1,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
275,276,"1,990,000 ₪",צבי הירש קלישר מפה,"דירה, מחנה יהודה, פתח תקווה",4,83,"מרפסות
2","קומות בבנין
6","חניות
1",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
כניסה מיידית",0,0
276,277,"2,070,000 ₪","צה""ל 70 מפה","דירה, בר יהודה, פתח תקווה",6,79,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
277,278,"2,070,000 ₪","צה""ל 70 מפה","דירה, בר יהודה, פתח תקווה",6,79,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
278,279,"2,311,000 ₪","צה""ל 76 מפה","דירה, בר יהודה, פתח תקווה",6,83,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
279,280,"2,311,000 ₪","צה""ל 76 מפה","דירה, בר יהודה, פתח תקווה",6,83,"מרפסות
1","קומות בבנין
7","חניות
1",0,0,1,0,0,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
280,281,"2,200,000 ₪",צירלסון 12 מפה,"דירה, תקומה / קרית חזני, פתח תקווה",3,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
281,282,"2,200,000 ₪",צירלסון 12 מפה,"דירה, תקומה / קרית חזני, פתח תקווה",3,75,none,"קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,0,0,0,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
282,283,"2,100,000 ₪",צפת 74 מפה,"דירה, עמישב, פתח תקווה",2,85,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,0,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
07/05/2024",0,0
283,284,"2,180,000 ₪",צפת 76,"דירה, עמישב, פתח תקווה",1,85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
284,285,"1,970,000 ₪",צפת מפה,"דירה, עמישב, פתח תקווה",3,80,"מרפסות
1","קומות בבנין
5","חניות
1",1,1,1,0,0,1,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
לא צוין תאריך כניסה",0,1
285,286,"1,800,000 ₪",צפת מפה,"דירה, עמישב, פתח תקווה",1,80,"מרפסות
1","קומות בבנין
4","חניות
1",1,1,1,1,1,1,0,0,1,1,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
286,287,"1,920,000 ₪",צפת מפה,"דירה, עמישב, פתח תקווה",3,79,"מרפסות
1","קומות בבנין
4","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
287,288,"2,150,000 ₪",קדיש לוז מפה,"דירה, רמת ורבר, פתח תקווה",3,65,none,"קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,1,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
288,289,"1,990,000 ₪",קפלן מפה,"דירה, בר יהודה, פתח תקווה",4,65,none,"קומות בבנין
4","חניות
ללא",1,0,0,0,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
289,290,"1,890,000 ₪",רבי יהודה הנשיא מפה,"דירה, פתח תקווה",4,60,none,"קומות בבנין
4","חניות
1",1,0,1,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,1
290,291,לא צוין מחיר,רבי עקיבא 22,"דירה, קרית הרב סלומון, פתח תקווה",1,65,none,"קומות בבנין
4","חניות
ללא",0,0,0,0,0,0,0,0,0,0,none,"תאריך כניסה
01/02/2024",0,0
291,292,"1,939,000 ₪",רוטשילד 115 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",2,90,none,"קומות בבנין
4","חניות
1",1,0,0,1,0,0,1,0,0,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
292,293,"1,930,000 ₪",רוטשילד 122 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",2,80,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
293,294,"1,930,000 ₪",רוטשילד 122 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",2,80,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
294,295,"1,930,000 ₪",רוטשילד 122 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",2,80,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
295,296,"1,930,000 ₪",רוטשילד 122 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",2,80,none,"קומות בבנין
8","חניות
ללא",1,0,1,0,1,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה מיידית",0,0
296,297,"1,890,000 ₪",רוטשילד 140 מפה,"דירה, פתח תקווה",3,68,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
09/08/2023",0,0
297,298,"1,890,000 ₪",רוטשילד 140 מפה,"דירה, פתח תקווה",3,68,none,"קומות בבנין
3","חניות
ללא",1,0,0,0,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
09/08/2023",0,0
298,299,"1,860,000 ₪",רוטשילד 79 מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",5,85,"מרפסות
2","קומות בבנין
9","חניות
ללא",1,0,1,1,1,1,1,1,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
299,300,"1,820,000 ₪",רוטשילד 97 מפה,"דירה, פתח תקווה",קרקע,70,none,"קומות בבנין
3","חניות
ללא",0,0,0,0,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
300,301,"1,440,000 ₪",רוטשילד מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",1,45,"מרפסות
1","קומות בבנין
6","חניות
ללא",1,0,1,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
301,302,"1,790,000 ₪",רוטשילד מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",1,90,"מרפסות
2","קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
302,303,"1,790,000 ₪",רוטשילד מפה,"דירה, לב המושבה / מרכז העיר, פתח תקווה",1,90,"מרפסות
2","קומות בבנין
2","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
דרוש שיפוץ","תאריך כניסה
כניסה גמישה",0,0
303,304,"1,650,000 ₪","רמב""ם","דירה, פתח תקווה",4,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0
304,305,"1,590,000 ₪","רמב""ם מפה","דירה, לב המושבה / מרכז העיר, פתח תקווה",3,75,"מרפסות
2","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
305,306,"1,890,000 ₪","רמב""ם מפה","דירה, לב המושבה / מרכז העיר, פתח תקווה",3,80,"מרפסות
1","קומות בבנין
4","חניות
ללא",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
306,307,"1,590,000 ₪","רמב""ם מפה","דירה, לב המושבה / מרכז העיר, פתח תקווה",3,75,"מרפסות
2","קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
307,308,"1,890,000 ₪","רמב""ם מפה","דירה, לב המושבה / מרכז העיר, פתח תקווה",3,80,nan,nan,nan,1,0,0,1,0,0,1,0,0,0,nan,nan,0,0
308,309,לא צוין מחיר,רמת ורבר מפה,"דירה, רמת ורבר, פתח תקווה",1,65,none,"קומות בבנין
7","חניות
1",1,1,1,0,1,0,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
309,310,"2,090,000 ₪",רמת ורבר מפה,"דירה, רמת ורבר, פתח תקווה",2,70,none,"קומות בבנין
3","חניות
ללא",1,1,0,1,0,0,0,1,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה מיידית",0,0
310,311,"1,789,000 ₪",שיפר מפה,"דירה, שיפר, פתח תקווה",2,79,"מרפסות
1","קומות בבנין
4","חניות
1",0,0,1,1,1,1,1,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
311,312,לא צוין מחיר,שלמה בן יוסף מפה,"דירה, עין גנים, פתח תקווה",5,102,"מרפסות
1","קומות בבנין
6","חניות
1",0,0,1,1,1,1,0,0,0,0,"מצב הנכס
חדש מקבלן","תאריך כניסה
לא צוין תאריך כניסה",0,0
312,313,"1,880,000 ₪",שמואל סלנט 20 מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",1,75,"מרפסות
1","קומות בבנין
3","חניות
ללא",1,0,0,1,0,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה מיידית",0,0
313,314,"2,250,000 ₪",שמואל סלנט מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",1,96,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,nan,nan,0,0
314,315,"2,300,000 ₪",שמואל סלנט מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",3,82,none,"קומות בבנין
3","חניות
1",1,0,0,1,0,0,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
315,316,"1,940,000 ₪",שמואל סלנט מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",4,78,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
316,317,"1,940,000 ₪",שמואל סלנט מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",4,78,"מרפסות
1","קומות בבנין
5","חניות
1",1,0,1,1,1,1,1,0,1,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
317,318,"1,780,000 ₪",שעריה מפה,"דירה, שעריה, פתח תקווה",4,68,none,"קומות בבנין
4","חניות
ללא",1,1,0,1,0,0,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
318,319,"2,690,000 ₪",שרגא רפאלי 12 מפה,"דירה, פתח תקווה",10,82,"מרפסות
1","קומות בבנין
18","חניות
1",1,1,1,1,1,1,1,0,0,0,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
319,320,"2,690,000 ₪",שרגא רפאלי מפה,"דירה, הדר המושבות החדשה / אם המושבות החדשה, פתח תקווה",11,90,"מרפסות
1","קומות בבנין
18","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
320,321,"2,690,000 ₪",שרגא רפאלי מפה,"דירה, הדר המושבות החדשה / אם המושבות החדשה, פתח תקווה",11,90,"מרפסות
1","קומות בבנין
18","חניות
1",1,0,1,1,1,1,1,0,1,1,"מצב הנכס
משופץ","תאריך כניסה
כניסה גמישה",0,0
321,322,"1,800,000 ₪",שרה אהרונסון מפה,"דירה, המרכז השקט / מרכז העיר, פתח תקווה",1,95,none,"קומות בבנין
6","חניות
ללא",1,0,1,1,1,0,0,0,0,0,"מצב הנכס
במצב שמור","תאריך כניסה
כניסה גמישה",0,0
